Lon,Lat,veg_class
-87.25,14.25,tropical_rainforest
-2.25,7.75,tropical_rainforest
-56.75,-17.25,tropical_rainforest
-61.25,3.75,tropical_rainforest
-67.75,-10.25,tropical_rainforest
-69.75,19.25,tropical_rainforest
110.25,20.75,tropical_rainforest
-72.25,-0.25,tropical_rainforest
-74.75,-4.25,tropical_rainforest
-62.25,-10.75,tropical_rainforest
119.75,-1.25,tropical_rainforest
-52.75,-21.75,tropical_rainforest
11.25,-2.25,tropical_rainforest
27.25,1.25,tropical_rainforest
101.75,-3.25,tropical_rainforest
-83.25,14.25,tropical_rainforest
103.25,18.75,tropical_rainforest
-70.25,5.75,tropical_rainforest
-68.25,-4.25,tropical_rainforest
114.75,-3.75,tropical_rainforest
116.75,5.75,tropical_rainforest
141.75,-3.25,tropical_rainforest
-56.25,-22.75,tropical_rainforest
23.25,1.75,tropical_rainforest
-88.75,18.25,tropical_rainforest
-58.75,4.25,tropical_rainforest
-56.25,-5.75,tropical_rainforest
19.75,-10.75,tropical_rainforest
-63.25,-10.75,tropical_rainforest
139.25,-6.25,tropical_rainforest
49.25,-14.25,tropical_rainforest
35.25,-1.75,tropical_rainforest
-10.75,8.25,tropical_rainforest
-64.75,0.25,tropical_rainforest
-55.75,0.75,tropical_rainforest
-63.75,4.75,tropical_rainforest
10.75,5.75,tropical_rainforest
30.25,1.75,tropical_rainforest
-90.25,13.75,tropical_seasonal_forest
119.25,-9.75,tropical_seasonal_forest
36.25,-17.25,tropical_seasonal_forest
36.75,10.75,tropical_seasonal_forest
-46.25,-19.25,tropical_seasonal_forest
-77.25,-6.75,tropical_seasonal_forest
-56.75,-15.75,tropical_seasonal_forest
-4.75,9.75,tropical_seasonal_forest
18.25,-10.75,tropical_seasonal_forest
28.75,5.25,tropical_seasonal_forest
95.75,20.75,tropical_seasonal_forest
87.25,24.75,tropical_seasonal_forest
-51.75,-16.75,tropical_seasonal_forest
-52.25,-17.75,tropical_seasonal_forest
104.75,16.75,tropical_seasonal_forest
-85.75,12.75,tropical_seasonal_forest
120.25,14.75,tropical_seasonal_forest
-59.25,-25.25,tropical_seasonal_forest
-88.25,21.25,tropical_seasonal_forest
34.25,-23.25,tropical_seasonal_forest
3.25,9.25,tropical_seasonal_forest
-51.25,-18.25,tropical_seasonal_forest
-41.25,-18.75,tropical_seasonal_forest
19.75,-12.75,tropical_seasonal_forest
-61.25,-15.75,tropical_seasonal_forest
35.75,0.75,tropical_seasonal_forest
-63.75,-16.75,tropical_seasonal_forest
-43.75,-19.25,tropical_seasonal_forest
-48.75,-19.75,tropical_seasonal_forest
-68.25,-15.25,tropical_seasonal_forest
-9.75,9.75,tropical_seasonal_forest
18.25,4.25,tropical_seasonal_forest
-46.25,-14.25,tropical_seasonal_forest
-44.75,-4.75,tropical_seasonal_forest
-48.75,-9.25,tropical_seasonal_forest
-46.75,-7.75,tropical_seasonal_forest
21.75,7.75,tropical_seasonal_forest
-42.75,-19.25,tropical_seasonal_forest
94.25,18.75,tropical_seasonal_forest
36.75,-17.75,tropical_seasonal_forest
44.75,-24.75,tropical_seasonal_forest
-37.75,-10.75,tropical_seasonal_forest
27.25,6.25,tropical_seasonal_forest
26.75,7.25,tropical_seasonal_forest
-94.75,18.25,tropical_seasonal_forest
23.75,8.25,tropical_seasonal_forest
15.75,-9.75,tropical_seasonal_forest
28.25,-9.75,tropical_seasonal_forest
14.25,-4.25,tropical_seasonal_forest
-81.25,25.75,tropical_seasonal_forest
6.25,7.75,tropical_seasonal_forest
103.75,14.25,tropical_seasonal_forest
-57.75,-15.75,tropical_seasonal_forest
-55.25,-24.25,tropical_seasonal_forest
-47.75,-14.25,tropical_seasonal_forest
-58.75,-16.25,tropical_seasonal_forest
95.75,20.25,tropical_seasonal_forest
13.75,-5.25,tropical_seasonal_forest
-46.75,-15.75,tropical_seasonal_forest
-40.75,-15.25,tropical_seasonal_forest
-57.25,-19.75,tropical_seasonal_forest
-51.25,-21.25,tropical_seasonal_forest
20.25,-12.25,tropical_seasonal_forest
18.25,-11.75,tropical_seasonal_forest
-59.25,-23.25,tropical_seasonal_forest
96.25,16.75,tropical_seasonal_forest
145.25,-16.25,tropical_seasonal_forest
-57.25,-26.25,tropical_seasonal_forest
31.25,-2.25,tropical_seasonal_forest
-50.75,-13.75,tropical_seasonal_forest
-42.75,-2.75,tropical_seasonal_forest
-87.25,12.75,tropical_seasonal_forest
-78.75,-5.75,tropical_seasonal_forest
-58.25,-18.75,tropical_seasonal_forest
103.75,17.75,tropical_seasonal_forest
16.75,-8.75,tropical_seasonal_forest
-48.75,-15.75,tropical_seasonal_forest
0.75,8.75,tropical_seasonal_forest
-65.75,-12.25,tropical_seasonal_forest
98.25,18.25,tropical_seasonal_forest
22.25,7.25,tropical_seasonal_forest
3.25,9.75,tropical_seasonal_forest
-12.25,10.25,tropical_seasonal_forest
-50.25,-6.75,tropical_seasonal_forest
36.75,11.25,tropical_seasonal_forest
19.25,-9.25,tropical_seasonal_forest
-73.25,-12.75,tropical_seasonal_forest
37.75,-16.75,tropical_seasonal_forest
15.75,-9.25,tropical_seasonal_forest
17.25,4.75,tropical_seasonal_forest
16.25,-10.75,tropical_seasonal_forest
-43.75,-2.75,tropical_seasonal_forest
-58.25,-20.75,tropical_seasonal_forest
-4.25,7.75,tropical_seasonal_forest
-3.25,8.25,tropical_seasonal_forest
95.75,22.75,tropical_seasonal_forest
34.25,1.75,tropical_seasonal_forest
-2.25,8.75,tropical_seasonal_forest
96.25,20.75,tropical_seasonal_forest
-80.75,22.75,tropical_seasonal_forest
-57.75,-23.25,tropical_seasonal_forest
7.75,8.75,tropical_seasonal_forest
-41.75,-18.75,tropical_seasonal_forest
30.25,-3.25,tropical_seasonal_forest
-47.75,-19.75,tropical_seasonal_forest
31.75,-2.25,tropical_seasonal_forest
16.25,5.25,tropical_seasonal_forest
-45.25,-1.75,tropical_seasonal_forest
20.25,-8.25,tropical_seasonal_forest
-56.25,-9.75,tropical_seasonal_forest
-58.25,-23.25,tropical_seasonal_forest
-90.75,18.75,tropical_seasonal_forest
-65.25,8.75,tropical_seasonal_forest
-59.75,-24.25,tropical_seasonal_forest
35.75,-15.75,tropical_seasonal_forest
-46.75,-7.25,tropical_seasonal_forest
95.75,17.25,tropical_seasonal_forest
21.25,-8.25,tropical_seasonal_forest
-67.75,9.25,tropical_seasonal_forest
31.75,4.75,tropical_seasonal_forest
-68.75,18.25,tropical_seasonal_forest
6.75,7.75,tropical_seasonal_forest
-61.25,-16.25,tropical_seasonal_forest
-63.75,-15.75,tropical_seasonal_forest
23.25,-11.25,tropical_seasonal_forest
-59.75,2.75,tropical_seasonal_forest
150.25,-22.75,tropical_seasonal_forest
-67.25,9.25,tropical_seasonal_forest
88.75,25.25,tropical_seasonal_forest
46.75,-16.25,tropical_seasonal_forest
-55.25,-23.75,tropical_seasonal_forest
100.25,15.25,tropical_seasonal_forest
37.25,-8.25,tropical_seasonal_forest
-57.25,-13.75,tropical_seasonal_forest
13.75,-5.75,tropical_seasonal_forest
-64.25,-14.75,tropical_seasonal_forest
-50.25,-9.25,tropical_seasonal_forest
1.75,7.75,tropical_seasonal_forest
-57.25,-10.75,tropical_seasonal_forest
36.25,-18.75,tropical_seasonal_forest
17.25,-11.75,tropical_seasonal_forest
11.25,8.75,tropical_seasonal_forest
-45.75,-8.25,tropical_seasonal_forest
26.75,7.75,tropical_seasonal_forest
7.75,7.75,tropical_seasonal_forest
105.25,14.75,tropical_seasonal_forest
-88.75,20.25,tropical_seasonal_forest
-63.25,8.25,tropical_seasonal_forest
-5.75,8.75,tropical_seasonal_forest
-8.75,9.25,tropical_seasonal_forest
9.75,8.25,tropical_seasonal_forest
-49.25,-8.75,tropical_seasonal_forest
-69.75,8.75,tropical_seasonal_forest
18.25,-11.25,tropical_seasonal_forest
30.25,-3.75,tropical_seasonal_forest
13.75,7.75,tropical_seasonal_forest
-60.75,-15.25,tropical_seasonal_forest
4.75,7.25,tropical_seasonal_forest
-57.75,-16.75,tropical_seasonal_forest
22.25,7.75,tropical_seasonal_forest
-77.25,20.25,tropical_seasonal_forest
-39.25,-11.75,tropical_seasonal_forest
99.75,15.75,tropical_seasonal_forest
17.75,-7.75,tropical_seasonal_forest
19.25,-4.75,tropical_seasonal_forest
-57.25,-14.25,tropical_seasonal_forest
39.25,-3.75,tropical_seasonal_forest
-99.25,21.75,tropical_seasonal_forest
26.75,-5.25,tropical_seasonal_forest
-41.25,-20.25,tropical_seasonal_forest
37.25,-8.75,tropical_seasonal_forest
85.25,23.25,tropical_seasonal_forest
-62.25,-14.75,tropical_seasonal_forest
25.75,-5.75,tropical_seasonal_forest
22.75,-11.25,tropical_seasonal_forest
-45.75,-5.75,tropical_seasonal_forest
111.25,-7.75,tropical_seasonal_forest
-45.25,-12.25,tropical_seasonal_forest
48.25,-14.75,tropical_seasonal_forest
25.25,8.25,tropical_seasonal_forest
92.25,21.25,tropical_seasonal_forest
-60.75,-17.75,tropical_seasonal_forest
-53.25,-15.75,tropical_seasonal_forest
15.25,-12.25,tropical_seasonal_forest
31.75,-27.75,tropical_seasonal_forest
26.75,-2.25,tropical_seasonal_forest
-63.25,-17.25,tropical_seasonal_forest
-40.25,-14.25,tropical_seasonal_forest
-12.75,9.75,tropical_seasonal_forest
-86.75,13.75,tropical_seasonal_forest
24.25,-7.25,tropical_seasonal_forest
-49.75,-6.75,tropical_seasonal_forest
-45.25,-14.25,tropical_seasonal_forest
36.25,0.75,tropical_seasonal_forest
35.75,-12.25,tropical_seasonal_forest
-88.75,19.75,tropical_seasonal_forest
145.75,-16.75,tropical_seasonal_forest
15.75,-11.75,tropical_seasonal_forest
18.25,-7.75,tropical_seasonal_forest
80.75,8.25,tropical_seasonal_forest
-73.25,11.25,tropical_seasonal_forest
-51.75,-19.25,tropical_seasonal_forest
22.25,-9.75,tropical_seasonal_forest
-71.75,8.25,tropical_seasonal_forest
31.25,5.25,tropical_seasonal_forest
29.25,0.75,tropical_seasonal_forest
-61.25,-17.25,tropical_seasonal_forest
-52.25,-16.25,tropical_seasonal_forest
-59.25,-22.75,tropical_seasonal_forest
101.25,16.25,tropical_seasonal_forest
-48.25,-17.25,tropical_seasonal_forest
17.25,5.75,tropical_seasonal_forest
-68.25,10.25,tropical_seasonal_forest
-10.25,10.25,tropical_seasonal_forest
95.25,21.25,tropical_seasonal_forest
21.25,-10.25,tropical_seasonal_forest
-1.75,9.25,tropical_seasonal_forest
97.25,17.25,tropical_seasonal_forest
38.25,4.25,tropical_seasonal_forest
-46.25,-12.25,tropical_seasonal_forest
-37.75,-11.75,tropical_seasonal_forest
-59.75,-25.25,tropical_seasonal_forest
104.75,14.25,tropical_seasonal_forest
34.75,-19.25,tropical_seasonal_forest
-53.75,-16.25,tropical_seasonal_forest
-57.25,-15.75,tropical_seasonal_forest
-90.25,18.75,tropical_seasonal_forest
-5.25,11.25,tropical_seasonal_forest
-47.25,-9.75,tropical_seasonal_forest
18.75,4.75,tropical_seasonal_forest
30.75,-5.25,tropical_seasonal_forest
-48.25,-14.25,tropical_seasonal_forest
-45.75,-8.75,tropical_seasonal_forest
145.25,-15.75,tropical_seasonal_forest
-44.25,-18.75,tropical_seasonal_forest
37.25,-1.25,tropical_seasonal_forest
-61.75,-14.25,tropical_seasonal_forest
126.25,-8.75,tropical_seasonal_forest
87.25,25.25,tropical_seasonal_forest
-49.25,-9.75,tropical_seasonal_forest
-65.75,-11.75,tropical_seasonal_forest
36.75,-3.25,tropical_seasonal_forest
21.75,-8.75,tropical_seasonal_forest
-58.25,-14.25,tropical_seasonal_forest
31.25,5.75,tropical_seasonal_forest
102.75,17.25,tropical_seasonal_forest
-41.25,-19.25,tropical_seasonal_forest
-11.25,9.75,tropical_seasonal_forest
14.25,-3.75,tropical_seasonal_forest
37.75,-9.25,tropical_seasonal_forest
31.25,3.25,tropical_seasonal_forest
-63.75,7.75,tropical_seasonal_forest
105.25,12.25,tropical_seasonal_forest
-57.25,-14.75,tropical_seasonal_forest
22.25,6.25,tropical_seasonal_forest
96.75,16.75,tropical_seasonal_forest
-81.75,22.75,tropical_seasonal_forest
-0.75,8.25,tropical_seasonal_forest
17.75,5.25,tropical_seasonal_forest
99.75,17.75,tropical_seasonal_forest
-37.25,-10.75,tropical_seasonal_forest
-57.25,-22.25,tropical_seasonal_forest
-58.75,-22.25,tropical_seasonal_forest
-43.25,-5.25,tropical_seasonal_forest
-62.25,-15.75,tropical_seasonal_forest
103.75,15.75,tropical_seasonal_forest
38.25,6.75,tropical_seasonal_forest
-48.25,-7.25,tropical_seasonal_forest
-51.75,-17.75,tropical_seasonal_forest
25.75,6.25,tropical_seasonal_forest
102.25,16.25,tropical_seasonal_forest
30.75,-30.25,tropical_seasonal_forest
-50.75,-16.25,tropical_seasonal_forest
24.25,6.25,tropical_seasonal_forest
17.75,-13.75,tropical_seasonal_forest
125.75,-8.75,tropical_seasonal_forest
-58.75,-15.25,tropical_seasonal_forest
2.75,9.75,tropical_seasonal_forest
33.75,0.25,tropical_seasonal_forest
-41.25,-21.75,tropical_seasonal_forest
8.75,8.75,tropical_seasonal_forest
94.75,20.25,tropical_seasonal_forest
15.25,5.75,tropical_seasonal_forest
-52.75,-18.25,tropical_seasonal_forest
34.75,-24.75,tropical_seasonal_forest
24.75,-8.75,tropical_seasonal_forest
-59.25,-17.75,tropical_seasonal_forest
36.75,5.25,tropical_seasonal_forest
25.25,-6.25,tropical_seasonal_forest
2.25,8.75,tropical_seasonal_forest
-61.25,-17.75,tropical_seasonal_forest
103.25,17.25,tropical_seasonal_forest
38.25,-6.75,tropical_seasonal_forest
104.25,18.75,tropical_seasonal_forest
143.25,-12.25,tropical_seasonal_forest
99.25,17.25,tropical_seasonal_forest
-62.75,-16.25,tropical_seasonal_forest
26.25,6.25,tropical_seasonal_forest
-51.75,-16.25,tropical_seasonal_forest
-54.75,-17.25,tropical_seasonal_forest
-85.75,11.25,tropical_seasonal_forest
39.25,8.25,tropical_seasonal_forest
97.25,16.75,tropical_seasonal_forest
14.25,5.75,tropical_seasonal_forest
130.75,-12.75,tropical_seasonal_forest
37.75,-5.25,tropical_seasonal_forest
27.75,5.75,tropical_seasonal_forest
90.25,22.75,tropical_seasonal_forest
-48.75,-10.25,tropical_seasonal_forest
16.75,5.25,tropical_seasonal_forest
-9.75,10.25,tropical_seasonal_forest
29.25,-3.25,tropical_seasonal_forest
36.25,9.75,tropical_seasonal_forest
16.75,-10.25,tropical_seasonal_forest
2.25,6.75,tropical_seasonal_forest
-61.75,-12.75,tropical_seasonal_forest
-47.25,-14.75,tropical_seasonal_forest
-63.25,-18.25,tropical_seasonal_forest
15.25,6.75,tropical_seasonal_forest
77.25,10.25,tropical_seasonal_forest
-76.75,20.75,tropical_seasonal_forest
101.25,17.25,tropical_seasonal_forest
85.25,24.75,tropical_seasonal_forest
36.75,-18.25,tropical_seasonal_forest
-70.25,10.25,tropical_seasonal_forest
85.75,24.75,tropical_seasonal_forest
96.25,22.25,tropical_seasonal_forest
81.75,7.25,tropical_seasonal_forest
100.75,15.25,tropical_seasonal_forest
95.75,18.25,tropical_seasonal_forest
36.25,6.25,tropical_seasonal_forest
30.25,-5.25,tropical_seasonal_forest
-58.25,-18.25,tropical_seasonal_forest
46.25,-22.75,tropical_seasonal_forest
35.25,1.25,tropical_seasonal_forest
24.75,8.25,tropical_seasonal_forest
-4.25,8.25,tropical_seasonal_forest
33.75,2.25,tropical_seasonal_forest
-56.75,-22.25,tropical_seasonal_forest
-55.75,-10.75,tropical_seasonal_forest
145.25,-17.25,tropical_seasonal_forest
27.25,5.75,tropical_seasonal_forest
32.75,1.25,tropical_seasonal_forest
-56.25,-15.75,tropical_seasonal_forest
-48.25,-9.75,tropical_seasonal_forest
98.75,23.75,temperate_broadleaved_evergreen_forest
-90.75,32.75,temperate_broadleaved_evergreen_forest
-89.25,33.75,temperate_broadleaved_evergreen_forest
114.75,23.75,temperate_broadleaved_evergreen_forest
98.25,25.75,temperate_broadleaved_evergreen_forest
109.25,27.25,temperate_broadleaved_evergreen_forest
102.25,22.75,temperate_broadleaved_evergreen_forest
-78.75,37.75,temperate_broadleaved_evergreen_forest
-56.75,-34.75,temperate_broadleaved_evergreen_forest
113.25,26.25,temperate_broadleaved_evergreen_forest
103.25,28.75,temperate_broadleaved_evergreen_forest
16.25,43.75,temperate_broadleaved_evergreen_forest
-91.75,34.75,temperate_broadleaved_evergreen_forest
-97.25,34.75,temperate_broadleaved_evergreen_forest
-96.25,17.25,temperate_broadleaved_evergreen_forest
-91.25,14.75,temperate_broadleaved_evergreen_forest
98.25,21.75,temperate_broadleaved_evergreen_forest
103.75,24.75,temperate_broadleaved_evergreen_forest
47.25,-21.75,temperate_broadleaved_evergreen_forest
-0.75,42.25,temperate_broadleaved_evergreen_forest
116.25,31.25,temperate_broadleaved_evergreen_forest
-82.25,31.25,temperate_broadleaved_evergreen_forest
112.25,33.25,temperate_broadleaved_evergreen_forest
103.75,30.75,temperate_broadleaved_evergreen_forest
110.25,30.75,temperate_broadleaved_evergreen_forest
-76.75,2.25,temperate_broadleaved_evergreen_forest
113.25,23.25,temperate_broadleaved_evergreen_forest
1.25,46.75,temperate_broadleaved_evergreen_forest
13.75,42.25,temperate_broadleaved_evergreen_forest
-2.25,43.25,temperate_broadleaved_evergreen_forest
-76.75,1.75,temperate_broadleaved_evergreen_forest
114.25,24.75,temperate_broadleaved_evergreen_forest
-56.75,-36.75,temperate_broadleaved_evergreen_forest
21.75,38.75,temperate_broadleaved_evergreen_forest
12.25,43.25,temperate_broadleaved_evergreen_forest
46.75,-19.75,temperate_broadleaved_evergreen_forest
111.25,28.25,temperate_broadleaved_evergreen_forest
-91.75,36.25,temperate_broadleaved_evergreen_forest
116.75,24.75,temperate_broadleaved_evergreen_forest
103.75,24.25,temperate_broadleaved_evergreen_forest
13.75,41.75,temperate_broadleaved_evergreen_forest
-91.25,36.25,temperate_broadleaved_evergreen_forest
-90.25,32.75,temperate_broadleaved_evergreen_forest
-48.75,-26.75,temperate_broadleaved_evergreen_forest
107.25,27.25,temperate_broadleaved_evergreen_forest
95.75,26.75,temperate_broadleaved_evergreen_forest
19.75,41.25,temperate_broadleaved_evergreen_forest
173.75,-35.25,temperate_broadleaved_evergreen_forest
109.75,29.75,temperate_broadleaved_evergreen_forest
-83.25,35.25,temperate_broadleaved_evergreen_forest
-80.25,32.75,temperate_broadleaved_evergreen_forest
-56.25,-32.25,temperate_broadleaved_evergreen_forest
-53.75,-33.25,temperate_broadleaved_evergreen_forest
115.25,33.75,temperate_broadleaved_evergreen_forest
105.25,22.75,temperate_broadleaved_evergreen_forest
-77.75,0.25,temperate_broadleaved_evergreen_forest
-59.75,-31.75,temperate_broadleaved_evergreen_forest
-95.75,33.75,temperate_broadleaved_evergreen_forest
140.75,-37.25,temperate_broadleaved_evergreen_forest
-90.75,31.25,temperate_broadleaved_evergreen_forest
-95.75,35.25,temperate_broadleaved_evergreen_forest
15.75,40.25,temperate_broadleaved_evergreen_forest
-82.25,29.75,temperate_broadleaved_evergreen_forest
107.25,33.25,temperate_broadleaved_evergreen_forest
96.75,27.25,temperate_broadleaved_evergreen_forest
30.25,-27.25,temperate_broadleaved_evergreen_forest
78.25,30.75,temperate_broadleaved_evergreen_forest
120.75,33.25,temperate_broadleaved_evergreen_forest
-0.25,46.25,temperate_broadleaved_evergreen_forest
151.25,-31.25,temperate_broadleaved_evergreen_forest
100.25,22.75,temperate_broadleaved_evergreen_forest
-44.75,-23.25,temperate_broadleaved_evergreen_forest
-57.75,-30.25,temperate_broadleaved_evergreen_forest
-4.25,48.25,temperate_broadleaved_evergreen_forest
114.25,32.25,temperate_broadleaved_evergreen_forest
46.25,-23.25,temperate_broadleaved_evergreen_forest
115.75,30.25,temperate_broadleaved_evergreen_forest
-59.75,-37.75,temperate_broadleaved_evergreen_forest
100.25,25.75,temperate_broadleaved_evergreen_forest
28.25,-32.75,temperate_broadleaved_evergreen_forest
2.75,47.25,temperate_broadleaved_evergreen_forest
-79.25,34.75,temperate_broadleaved_evergreen_forest
10.25,43.75,temperate_broadleaved_evergreen_forest
13.75,45.25,temperate_broadleaved_evergreen_forest
152.75,-30.75,temperate_broadleaved_evergreen_forest
95.25,28.75,temperate_broadleaved_evergreen_forest
-56.25,-31.25,temperate_broadleaved_evergreen_forest
28.75,-32.25,temperate_broadleaved_evergreen_forest
9.75,45.25,temperate_broadleaved_evergreen_forest
18.25,42.75,temperate_broadleaved_evergreen_forest
-60.25,-38.75,temperate_broadleaved_evergreen_forest
-55.75,-26.25,temperate_broadleaved_evergreen_forest
-53.75,-32.25,temperate_broadleaved_evergreen_forest
4.75,46.75,temperate_broadleaved_evergreen_forest
-85.75,30.75,temperate_broadleaved_evergreen_forest
102.25,28.25,temperate_broadleaved_evergreen_forest
112.25,25.25,temperate_broadleaved_evergreen_forest
-81.75,32.25,temperate_broadleaved_evergreen_forest
-63.25,-32.75,temperate_broadleaved_evergreen_forest
21.25,39.25,temperate_broadleaved_evergreen_forest
120.25,31.75,temperate_broadleaved_evergreen_forest
-84.25,30.25,temperate_broadleaved_evergreen_forest
-97.25,34.25,temperate_broadleaved_evergreen_forest
107.75,24.25,temperate_broadleaved_evergreen_forest
-52.75,-25.75,temperate_broadleaved_evergreen_forest
30.75,-26.75,temperate_broadleaved_evergreen_forest
114.25,29.25,temperate_broadleaved_evergreen_forest
-62.25,-32.75,temperate_broadleaved_evergreen_forest
-57.25,-30.75,temperate_broadleaved_evergreen_forest
-59.75,-32.75,temperate_broadleaved_evergreen_forest
-51.75,-25.75,temperate_broadleaved_evergreen_forest
113.25,32.75,temperate_broadleaved_evergreen_forest
107.75,30.25,temperate_broadleaved_evergreen_forest
110.75,29.75,temperate_broadleaved_evergreen_forest
39.75,7.75,temperate_broadleaved_evergreen_forest
98.75,25.25,temperate_broadleaved_evergreen_forest
111.75,33.25,temperate_broadleaved_evergreen_forest
97.25,26.75,temperate_broadleaved_evergreen_forest
100.75,23.75,temperate_broadleaved_evergreen_forest
108.25,25.25,temperate_broadleaved_evergreen_forest
12.25,45.25,temperate_broadleaved_evergreen_forest
139.25,35.75,temperate_broadleaved_evergreen_forest
-91.25,30.25,temperate_broadleaved_evergreen_forest
2.25,43.25,temperate_broadleaved_evergreen_forest
-85.75,32.25,temperate_broadleaved_evergreen_forest
41.75,41.75,temperate_broadleaved_evergreen_forest
129.25,35.25,temperate_broadleaved_evergreen_forest
103.25,27.25,temperate_broadleaved_evergreen_forest
-55.75,-28.75,temperate_broadleaved_evergreen_forest
108.75,31.75,temperate_broadleaved_evergreen_forest
113.75,27.25,temperate_broadleaved_evergreen_forest
-54.75,-30.25,temperate_broadleaved_evergreen_forest
105.75,31.25,temperate_broadleaved_evergreen_forest
113.25,29.25,temperate_broadleaved_evergreen_forest
135.25,34.75,temperate_broadleaved_evergreen_forest
-57.25,-28.25,temperate_broadleaved_evergreen_forest
30.75,-29.25,temperate_broadleaved_evergreen_forest
115.25,27.75,temperate_broadleaved_evergreen_forest
121.75,31.25,temperate_broadleaved_evergreen_forest
-60.25,-38.25,temperate_broadleaved_evergreen_forest
-52.25,-31.25,temperate_broadleaved_evergreen_forest
103.75,25.25,temperate_broadleaved_evergreen_forest
4.25,46.75,temperate_broadleaved_evergreen_forest
-73.25,-37.75,temperate_broadleaved_evergreen_forest
174.75,-38.75,temperate_broadleaved_evergreen_forest
112.75,26.25,temperate_broadleaved_evergreen_forest
-55.75,-25.25,temperate_broadleaved_evergreen_forest
-76.75,36.75,temperate_broadleaved_evergreen_forest
106.75,25.25,temperate_broadleaved_evergreen_forest
30.25,-29.25,temperate_broadleaved_evergreen_forest
95.75,28.25,temperate_broadleaved_evergreen_forest
106.25,31.25,temperate_broadleaved_evergreen_forest
-94.75,31.75,temperate_broadleaved_evergreen_forest
116.25,31.75,temperate_broadleaved_evergreen_forest
-6.25,41.75,temperate_broadleaved_evergreen_forest
-73.25,-38.25,temperate_broadleaved_evergreen_forest
-87.25,32.75,temperate_broadleaved_evergreen_forest
-93.25,36.75,temperate_broadleaved_evergreen_forest
-56.25,-30.75,temperate_broadleaved_evergreen_forest
113.75,24.75,temperate_broadleaved_evergreen_forest
-59.75,-32.25,temperate_broadleaved_evergreen_forest
103.75,27.75,temperate_broadleaved_evergreen_forest
152.75,-28.25,temperate_broadleaved_evergreen_forest
-54.75,-25.75,temperate_broadleaved_evergreen_forest
174.25,-35.25,temperate_broadleaved_evergreen_forest
-48.25,-23.25,temperate_broadleaved_evergreen_forest
104.25,29.25,temperate_broadleaved_evergreen_forest
10.75,43.25,temperate_broadleaved_evergreen_forest
-77.25,37.75,temperate_broadleaved_evergreen_forest
-79.75,35.75,temperate_broadleaved_evergreen_forest
-81.25,32.25,temperate_broadleaved_evergreen_forest
-82.25,34.25,temperate_broadleaved_evergreen_forest
-57.75,-31.75,temperate_broadleaved_evergreen_forest
-1.25,48.25,temperate_broadleaved_evergreen_forest
108.25,21.75,temperate_broadleaved_evergreen_forest
28.25,-28.75,temperate_broadleaved_evergreen_forest
-89.75,30.75,temperate_broadleaved_evergreen_forest
-45.75,-22.75,temperate_broadleaved_evergreen_forest
107.25,21.75,temperate_broadleaved_evergreen_forest
176.25,-40.75,temperate_broadleaved_evergreen_forest
103.25,20.75,temperate_broadleaved_evergreen_forest
-50.25,-28.75,temperate_broadleaved_evergreen_forest
-55.75,-34.25,temperate_broadleaved_evergreen_forest
105.75,24.25,temperate_broadleaved_evergreen_forest
113.25,33.25,temperate_broadleaved_evergreen_forest
99.25,24.25,temperate_broadleaved_evergreen_forest
140.75,-37.75,temperate_broadleaved_evergreen_forest
-60.75,-32.75,temperate_broadleaved_evergreen_forest
148.25,-41.25,temperate_broadleaved_evergreen_forest
-46.75,-21.25,temperate_broadleaved_evergreen_forest
-48.25,-24.25,temperate_broadleaved_evergreen_forest
97.75,22.75,temperate_broadleaved_evergreen_forest
145.25,-42.25,temperate_broadleaved_evergreen_forest
118.75,26.75,temperate_broadleaved_evergreen_forest
-82.75,29.75,temperate_broadleaved_evergreen_forest
153.25,-30.25,temperate_broadleaved_evergreen_forest
106.25,33.25,temperate_broadleaved_evergreen_forest
-86.75,32.75,temperate_broadleaved_evergreen_forest
104.75,26.25,temperate_broadleaved_evergreen_forest
-60.75,-33.75,temperate_broadleaved_evergreen_forest
-91.75,32.75,temperate_broadleaved_evergreen_forest
3.75,48.25,temperate_broadleaved_evergreen_forest
-7.75,39.75,temperate_broadleaved_evergreen_forest
-44.75,-21.25,temperate_broadleaved_evergreen_forest
32.75,41.75,temperate_broadleaved_evergreen_forest
111.25,21.75,temperate_broadleaved_evergreen_forest
103.25,19.25,temperate_broadleaved_evergreen_forest
-62.75,-34.25,temperate_broadleaved_evergreen_forest
-90.25,32.25,temperate_broadleaved_evergreen_forest
-7.75,40.25,temperate_broadleaved_evergreen_forest
149.25,-36.75,temperate_broadleaved_evergreen_forest
111.25,23.75,temperate_broadleaved_evergreen_forest
108.25,32.75,temperate_broadleaved_evergreen_forest
-53.75,-32.75,temperate_broadleaved_evergreen_forest
-89.25,30.75,temperate_broadleaved_evergreen_forest
-93.75,30.75,temperate_broadleaved_evergreen_forest
99.75,25.75,temperate_broadleaved_evergreen_forest
115.75,25.25,temperate_broadleaved_evergreen_forest
94.75,25.25,temperate_broadleaved_evergreen_forest
-52.75,-27.75,temperate_broadleaved_evergreen_forest
104.25,31.25,temperate_broadleaved_evergreen_forest
-88.75,35.75,temperate_broadleaved_evergreen_forest
-96.75,34.25,temperate_broadleaved_evergreen_forest
-88.75,30.75,temperate_broadleaved_evergreen_forest
115.25,28.75,temperate_broadleaved_evergreen_forest
113.75,33.25,temperate_broadleaved_evergreen_forest
